Title and Day Published,Title,Publish Date,Publish Time (EST),Days Since Published,Views,Views per Day,Likes,Like to View Ratio,Comments,Comment to View Ratio,Duration in Seconds,Duration in Minutes
Why Google Does Not Care What We Think.... - (2013-11-16),Why Google Does Not Care What We Think....,2013-11-16,2013-11-16 20:40:48,3356,236806,70.6,4741,0.020020607585956435,623,0.00263084550222545,180,3.0
My First Kem Strike! - (2013-11-16),My First Kem Strike!,2013-11-16,2013-11-16 14:48:55,3356,45326,13.5,1991,0.04392622335966112,503,0.011097383400255924,269,4.483
Google+ The Death Of Youtube????? - (2013-11-13),Google+ The Death Of Youtube?????,2013-11-13,2013-11-13 17:09:21,3359,80538,24.0,2317,0.028769028284784823,364,0.004519605651990365,163,2.717
How Much Money Does PewDiePie Make????? - (2013-11-11),How Much Money Does PewDiePie Make?????,2013-11-11,2013-11-11 22:18:18,3361,509430,151.6,10873,0.02134346230100308,1189,0.002333981116149422,332,5.533
Most Overpowered Guns In Ghost! - (2013-11-11),Most Overpowered Guns In Ghost!,2013-11-11,2013-11-11 15:11:15,3361,62960,18.7,2404,0.03818297331639136,309,0.004907878017789072,160,2.667
Are Minecraft Faction Has A New Pet! (poopymiscquidlepants) - (2013-10-31),Are Minecraft Faction Has A New Pet! (poopymiscquidlepants),2013-10-31,2013-10-31 15:44:54,3372,62112,18.4,1855,0.029865404430705823,282,0.0045401854714064915,15,0.25
Battle Pirates! - (2013-09-21),Battle Pirates!,2013-09-21,2013-09-21 17:18:59,3412,57268,16.8,2323,0.04056366557239645,571,0.009970664245302787,215,3.583
How To Duplicate Diamonds!!!! - (2013-09-14),How To Duplicate Diamonds!!!!,2013-09-14,2013-09-14 20:09:42,3419,110930,32.4,4486,0.04043991706481565,556,0.00501216983683404,37,0.617
50k Video Views!!!! EpicSauce! - (2013-09-08),50k Video Views!!!! EpicSauce!,2013-09-08,2013-09-08 17:20:48,3425,172522,50.4,6713,0.038910979469285074,689,0.003993693557923048,103,1.717
If This Video Gets One Million Views..... - (2013-09-06),If This Video Gets One Million Views.....,2013-09-06,2013-09-06 21:28:05,3427,10839433,3163.0,1027382,0.09478189495705172,68906,0.006356974576068693,46,0.767
These Were The Good Days.... - (2013-09-04),These Were The Good Days....,2013-09-04,2013-09-04 21:14:46,3429,91295,26.6,2955,0.0323675995399529,381,0.004173284407689359,52,0.867
Channel Update. - (2013-08-16),Channel Update.,2013-08-16,2013-08-16 15:34:58,3448,93038,27.0,3006,0.0323093789634343,374,0.0040198628517379995,162,2.7
Funny Noob Tubing Reaction Montage! - (2013-08-15),Funny Noob Tubing Reaction Montage!,2013-08-15,2013-08-15 22:04:45,3449,69685,20.2,2349,0.03370883260386023,436,0.006256726698715649,149,2.483
"Minecraft, How To Grief Without Being Seen! - (2013-08-14)","Minecraft, How To Grief Without Being Seen!",2013-08-14,2013-08-14 16:39:31,3450,109546,31.8,4094,0.03737242802110529,585,0.005340222372336736,63,1.05
Buried Round 50 Gameplay! Black ops 2 Zombies. - (2013-08-12),Buried Round 50 Gameplay! Black ops 2 Zombies.,2013-08-12,2013-08-12 17:49:16,3452,71137,20.6,2673,0.03757538271223133,386,0.005426149542432208,82,1.367
Minecraft Let's Play Ep. # 2 - Having Fun and Derping! - (2013-08-11),Minecraft Let's Play Ep. # 2 - Having Fun and Derping!,2013-08-11,2013-08-11 20:53:18,3453,116552,33.8,5218,0.044769716521381016,790,0.0067780904660580685,898,14.967
Worlds Biggest Ball Of TNT Minecraft!  Challenge Video! - (2013-08-09),Worlds Biggest Ball Of TNT Minecraft!  Challenge Video!,2013-08-09,2013-08-09 18:45:05,3455,391703,113.4,13761,0.03513120910485751,1446,0.0036915724413650137,105,1.75
"How To Get A Gaming Partnership, And What It Is. - (2013-08-08)","How To Get A Gaming Partnership, And What It Is.",2013-08-08,2013-08-08 16:25:32,3456,50257,14.5,2198,0.0437352010665181,514,0.01022743100463617,409,6.817
